exact,numeric
1.263000000000e+03,4.044318260528e+03
1.267000000000e+03,4.069637748157e+03
1.271000000000e+03,4.095037257904e+03
1.275000000000e+03,4.120516778385e+03
1.279000000000e+03,4.146076304692e+03
1.283000000000e+03,4.171715826473e+03
1.287000000000e+03,4.197435352533e+03
1.291000000000e+03,4.223234891608e+03
1.295000000000e+03,4.249114438865e+03
1.299000000000e+03,4.275073984871e+03
1.303000000000e+03,4.301113531273e+03
1.307000000000e+03,4.327233082115e+03
1.311000000000e+03,4.353432630847e+03
1.315000000000e+03,4.379712198358e+03
1.319000000000e+03,4.406071761778e+03
1.323000000000e+03,4.432511318012e+03
1.327000000000e+03,4.459030897521e+03
1.331000000000e+03,4.485630463060e+03
1.335000000000e+03,4.512310055192e+03
1.339000000000e+03,4.539069632635e+03
1.343000000000e+03,4.565909218920e+03
1.347000000000e+03,4.592828794432e+03
1.351000000000e+03,4.619828391316e+03
1.355000000000e+03,4.646907987443e+03
1.359000000000e+03,4.674067598632e+03
1.363000000000e+03,4.701307204419e+03
1.367000000000e+03,4.728626817081e+03
1.371000000000e+03,4.756026411642e+03
1.375000000000e+03,4.783506044494e+03
1.379000000000e+03,4.811065650482e+03
1.383000000000e+03,4.838705261355e+03
1.387000000000e+03,4.866424909923e+03
1.391000000000e+03,4.894224514756e+03
1.395000000000e+03,4.922104145576e+03
1.399000000000e+03,4.950063784807e+03
1.403000000000e+03,4.978103422745e+03
1.407000000000e+03,5.006223079195e+03
1.411000000000e+03,5.034422720263e+03
1.415000000000e+03,5.062702355847e+03
1.419000000000e+03,5.091061998904e+03
1.423000000000e+03,5.119501650531e+03
1.427000000000e+03,5.148021315547e+03
1.431000000000e+03,5.176620980435e+03
1.435000000000e+03,5.205300635844e+03
1.439000000000e+03,5.234060307889e+03
1.443000000000e+03,5.262899972450e+03
1.447000000000e+03,5.291819623767e+03
1.451000000000e+03,5.320819298503e+03
1.455000000000e+03,5.349898972326e+03
1.459000000000e+03,5.379058669351e+03
1.463000000000e+03,5.408298323839e+03
1.467000000000e+03,5.437618025364e+03
1.471000000000e+03,5.467017692438e+03
1.475000000000e+03,5.496497394600e+03
1.479000000000e+03,5.526057094703e+03
1.483000000000e+03,5.555696786425e+03
1.487000000000e+03,5.585416463790e+03
1.491000000000e+03,5.615216158835e+03
1.495000000000e+03,5.645095864459e+03
1.499000000000e+03,5.675055566323e+03
